Export Title: My Timeline
Export Date: 2026-01-15T08:58:43.126Z

Machine,Port ID,Start,End,State,Machine,Duration,Operator
24 DOOSAN PUMA 3100L,4,1768173731,1768173901,Stopped,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768173901,1768174370,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768174370,1768174493,Stopped,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768174493,1768174963,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768174963,1768175103,Stopped,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768175103,1768175572,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768175572,1768175573,Feedhold,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768175573,1768175766,Stopped,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768175766,1768176236,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768176236,1768176522,Stopped,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768176522,1768176991,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768176991,1768176992,Feedhold,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768176992,1768177142,Stopped,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768177142,1768177612,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768177612,1768177771,Stopped,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768177771,1768178240,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768178240,1768178408,Stopped,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768178408,1768178878,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768178878,1768179010,Stopped,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768179010,1768179479,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768179479,1768179688,Stopped,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768179688,1768180157,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768180157,1768180487,Stopped,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768180487,1768180957,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768180957,1768181243,Stopped,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768181243,1768181712,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768181712,1768181891,Stopped,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768181891,1768182361,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768182361,1768194656,Stopped,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768194656,1768195120,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768195120,1768195642,Stopped,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768195642,1768196112,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768196112,1768196319,Stopped,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768196319,1768196789,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768196789,1768196995,Stopped,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768196995,1768197465,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768197465,1768197725,Stopped,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768197725,1768198194,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768198194,1768198545,Stopped,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768198545,1768199014,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768199014,1768199149,Stopped,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768199149,1768199618,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768199618,1768199784,Stopped,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768199784,1768200254,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768200254,1768200348,Stopped,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768200348,1768200817,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768200817,1768201042,Stopped,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768201042,1768201511,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768201511,1768201706,Stopped,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768201706,1768202176,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768202176,1768202363,Stopped,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768202363,1768202833,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768202833,1768202933,Stopped,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768202933,1768203403,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768203403,1768203561,Stopped,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768203561,1768204031,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768204031,1768204138,Stopped,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768204138,1768204607,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768204607,1768204730,Stopped,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768204730,1768205199,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768205199,1768205399,Stopped,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768205399,1768205869,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768205869,1768206015,Stopped,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768206015,1768206484,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768206484,1768206614,Stopped,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768206614,1768207084,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768207084,1768207391,Stopped,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768207391,1768207860,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768207860,1768208064,Stopped,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768208064,1768208534,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768208534,1768208805,Stopped,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768208805,1768209275,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768209275,1768209542,Stopped,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768209542,1768210011,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768210011,1768210186,Stopped,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768210186,1768210656,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768210656,1768210967,Stopped,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768210967,1768211437,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768211437,1768214262,Stopped,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768214262,1768214732,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768214732,1768214803,Stopped,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768214803,1768215273,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768215273,1768215431,Stopped,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768215431,1768215900,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768215900,1768215901,Feedhold,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768215901,1768216117,Stopped,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768216117,1768216586,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768216586,1768216767,Stopped,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768216767,1768217236,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768217236,1768217237,Feedhold,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768217237,1768217354,Stopped,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768217354,1768217823,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768217823,1768217931,Stopped,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768217931,1768218400,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768218400,1768218487,Stopped,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768218487,1768218957,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768218957,1768219068,Stopped,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768219068,1768219537,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768219537,1768219682,Stopped,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768219682,1768220151,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768220151,1768220356,Stopped,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768220356,1768220825,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768220825,1768220902,Stopped,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768220902,1768221371,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768221371,1768221608,Stopped,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768221608,1768222078,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768222078,1768255200,Stopped,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768255200,1768320998,Stopped,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768320998,1768320999,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768320999,1768321001,Stopped,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768321001,1768321003,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768321003,1768321005,Stopped,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768321005,1768321006,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768321006,1768321015,Stopped,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768321015,1768321120,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768321120,1768321138,Stopped,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768321138,1768321141,Alarm,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768321141,1768321163,Stopped,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768321163,1768321404,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768321404,1768321806,Feedhold,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768321806,1768322284,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768322284,1768322292,Feedhold,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768322292,1768323828,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768323828,1768324158,Feedhold,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768324158,1768329848,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768329848,1768332813,Feedhold,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768332813,1768332815,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768332815,1768332825,Feedhold,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768332825,1768335592,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768335592,1768335676,Feedhold,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768335676,1768335677,Stopped,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768335677,1768335680,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768335680,1768335683,Stopped,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768335683,1768335694,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768335694,1768335697,Stopped,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768335697,1768336042,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768336042,1768336043,Feedhold,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768336043,1768336778,Stopped,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768336778,1768337434,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768337434,1768337435,Feedhold,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768337435,1768337436,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768337436,1768337515,Stopped,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768337515,1768341600,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768341600,1768344012,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768344012,1768377141,Feedhold,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768377141,1768378614,Stopped,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768378614,1768378621,Alarm,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768378621,1768380792,Stopped,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768380792,1768380794,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768380794,1768380796,Stopped,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768380796,1768384493,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768384493,1768386864,Feedhold,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768386864,1768391481,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768391481,1768392003,Feedhold,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768392003,1768392160,Stopped,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768392160,1768392162,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768392162,1768392174,Feedhold,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768392174,1768392176,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768392176,1768392461,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768392461,1768396559,Stopped,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768396559,1768396560,Feedhold,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768396560,1768396561,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768396561,1768396562,Feedhold,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768396562,1768396564,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768396564,1768396565,Feedhold,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768396565,1768396566,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768396566,1768396585,Feedhold,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768396585,1768396618,Stopped,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768396618,1768396621,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768396621,1768396622,Feedhold,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768396622,1768396932,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768396932,1768396940,Feedhold,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768396940,1768398950,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768398950,1768399049,Feedhold,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768399049,1768404988,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768404988,1768405071,Feedhold,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768405071,1768405360,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768405360,1768406833,Stopped,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768406833,1768406835,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768406835,1768406836,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768406836,1768406837,Stopped,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768406837,1768406839,Stopped,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768406839,1768406840,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768406840,1768406841,Stopped,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768406841,1768406842,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768406842,1768406845,Stopped,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768406845,1768406854,Stopped,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768406854,1768415422,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768415422,1768415512,Feedhold,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768415512,1768415801,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768415801,1768417523,Stopped,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768417523,1768417525,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768417525,1768417533,Stopped,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768417533,1768417535,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768417535,1768417536,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768417536,1768417542,Stopped,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768417542,1768426109,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768426109,1768426211,Feedhold,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768426211,1768426499,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768426499,1768426994,Stopped,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768426994,1768428000,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768428000,1768428528,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768428528,1768428684,Feedhold,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768428684,1768428693,Stopped,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768428693,1768437262,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768437262,1768437336,Feedhold,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768437336,1768437624,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768437624,1768456116,Stopped,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768456116,1768464685,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768464685,1768464729,Feedhold,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768464729,1768465017,Cycle,24 DOOSAN PUMA 3100L,0,John Doe
24 DOOSAN PUMA 3100L,4,1768465017,1768467512,Stopped,24 DOOSAN PUMA 3100L,0,John Doe
41 DMU NLX2500,5,1767218400,1767218612,Cycle,41 DMU NLX2500,0,John Doe
41 DMU NLX2500,5,1767218612,1767218640,Alarm,41 DMU NLX2500,0,John Doe
41 DMU NLX2500,5,1767218640,1767219310,Cycle,41 DMU NLX2500,0,John Doe
41 DMU NLX2500,5,1767219310,1767219477,Alarm,41 DMU NLX2500,0,John Doe
41 DMU NLX2500,5,1767219477,1767219479,Cycle,41 DMU NLX2500,0,John Doe
41 DMU NLX2500,5,1767219479,1767219482,Alarm,41 DMU NLX2500,0,John Doe
41 DMU NLX2500,5,1767219482,1767220573,Cycle,41 DMU NLX2500,0,John Doe
41 DMU NLX2500,5,1767220573,1767221406,Alarm,41 DMU NLX2500,0,John Doe
41 DMU NLX2500,5,1767221406,1767221654,Cycle,41 DMU NLX2500,0,John Doe
41 DMU NLX2500,5,1767221654,1767222554,Alarm,41 DMU NLX2500,0,John Doe
41 DMU NLX2500,5,1767222554,1767223223,Cycle,41 DMU NLX2500,0,John Doe
41 DMU NLX2500,5,1767223223,1767224079,Alarm,41 DMU NLX2500,0,John Doe
41 DMU NLX2500,5,1767224079,1767225168,Cycle,41 DMU NLX2500,0,John Doe
41 DMU NLX2500,5,1767225168,1767227749,Alarm,41 DMU NLX2500,0,John Doe
41 DMU NLX2500,5,1767227749,1767227996,Cycle,41 DMU NLX2500,0,John Doe
41 DMU NLX2500,5,1767227996,1767228022,Alarm,41 DMU NLX2500,0,John Doe
41 DMU NLX2500,5,1767228022,1767228694,Cycle,41 DMU NLX2500,0,John Doe
41 DMU NLX2500,5,1767228694,1767228843,Alarm,41 DMU NLX2500,0,John Doe
41 DMU NLX2500,5,1767228843,1767229932,Cycle,41 DMU NLX2500,0,John Doe
41 DMU NLX2500,5,1767229932,1767231187,Alarm,41 DMU NLX2500,0,John Doe
41 DMU NLX2500,5,1767231187,1767231440,Cycle,41 DMU NLX2500,0,John Doe
41 DMU NLX2500,5,1767231440,1767231579,Alarm,41 DMU NLX2500,0,John Doe
41 DMU NLX2500,5,1767231579,1767232248,Cycle,41 DMU NLX2500,0,John Doe
41 DMU NLX2500,5,1767232248,1767232407,Alarm,41 DMU NLX2500,0,John Doe
41 DMU NLX2500,5,1767232407,1767233496,Cycle,41 DMU NLX2500,0,John Doe
41 DMU NLX2500,5,1767233496,1767233988,Alarm,41 DMU NLX2500,0,John Doe
41 DMU NLX2500,5,1767233988,1767234232,Cycle,41 DMU NLX2500,0,John Doe
41 DMU NLX2500,5,1767234232,1767234363,Alarm,41 DMU NLX2500,0,John Doe
41 DMU NLX2500,5,1767234363,1767235033,Cycle,41 DMU NLX2500,0,John Doe
41 DMU NLX2500,5,1767235033,1767236697,Alarm,41 DMU NLX2500,0,John Doe
41 DMU NLX2500,5,1767236697,1767237786,Cycle,41 DMU NLX2500,0,John Doe
41 DMU NLX2500,5,1767237786,1767282462,Alarm,41 DMU NLX2500,0,John Doe
41 DMU NLX2500,5,1767282462,1767282494,Cycle,41 DMU NLX2500,0,John Doe
41 DMU NLX2500,5,1767282494,1767282544,Alarm,41 DMU NLX2500,0,John Doe
41 DMU NLX2500,5,1767282544,1767282788,Cycle,41 DMU NLX2500,0,John Doe
